sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
1,33,39,106,4.0,3.0
2,61,48,70,2.67,1.8
2,36,35,111,3.5,4.6
2,55,57,129,4.0,2.2
2,33,69,88,2.0,2.6000000000000005
2,61,69,106,3.75,3.4000000000000004
2,34,38,116,4.0,3.0
2,32,55,113,2.5,3.4000000000000004
2,62,69,112,4.0,3.0
1,69,31,105,2.67,2.2
2,50,63,84,3.5,4.6
1,33,52,129,3.75,2.6000000000000005
1,40,48,103,3.5,2.6000000000000005
1,42,66,92,4.0,1.4000000000000001
1,51,52,113,2.67,3.4000000000000004
1,63,48,92,3.1,2.2
2,44,39,112,2.67,2.2
2,43,57,116,4.0,1.8
2,61,39,113,4.0,3.4000000000000004
2,55,50,71,4.0,3.0
1,41,47,111,2.67,2.2
1,36,48,72,3.1,2.2
1,39,66,118,3.1,2.2
1,36,43,103,2.5,3.0
1,57,48,70,2.56,3.4000000000000004
1,55,58,80,2.9,3.0
1,35,62,108,2.9,2.2
1,41,53,67,2.1,4.6
1,32,62,104,4.0,2.2
1,35,43,67,3.3,2.2
1,55,62,80,3.4,2.6000000000000005
1,43,38,104,4.0,2.6000000000000005
2,34,35,111,2.1,1.4000000000000001
1,48,63,67,3.25,2.6000000000000005
2,69,69,80,2.25,2.6000000000000005
1,47,58,65,3.33,3.0
1,61,48,111,2.67,-0.6000000000000001
2,41,58,104,2.1,3.4000000000000004
1,43,45,103,3.1,2.2
2,43,31,117,4.0,3.0
1,36,50,111,3.0,2.2
2,42,45,111,2.0,2.6000000000000005
1,40,69,117,4.0,3.4000000000000004
2,55,53,112,2.74,2.6000000000000005
2,39,58,65,3.4,1.0
1,34,69,71,3.2,3.0
1,39,45,104,2.56,2.6000000000000005
2,40,55,104,4.0,2.6000000000000005
2,66,42,112,2.25,1.8
1,43,52,71,3.5,2.2
1,29,53,104,3.8,2.2
1,62,63,67,4.0,2.6000000000000005
1,39,47,114,4.0,1.4000000000000001
1,40,57,104,3.1,2.6000000000000005
2,51,63,92,2.1,4.6
1,69,48,108,2.25,3.4000000000000004
1,58,38,121,3.25,2.2
2,34,42,103,4.0,2.2
1,39,35,104,3.0,1.4000000000000001
2,32,50,67,2.67,3.0
2,36,38,114,2.0,4.6
1,33,45,117,2.56,2.6000000000000005
2,57,55,117,4.0,3.4000000000000004
1,43,52,70,4.0,2.6000000000000005
2,43,62,134,3.1,2.2
2,32,48,80,4.0,3.4000000000000004
1,57,48,92,2.9,2.6000000000000005
2,55,38,111,2.8,3.0
2,40,63,80,4.0,3.0
2,32,35,111,3.1,2.2
1,40,55,106,3.7,1.8
2,43,48,89,3.4,3.0
1,43,52,111,4.0,2.2
1,43,63,88,2.56,1.8
2,69,45,112,3.25,3.4000000000000004
2,50,39,104,3.1,2.2
1,62,43,116,3.0,2.2
1,69,63,114,2.1,3.0
1,51,39,104,2.1,2.2
1,33,63,121,3.1,3.0
1,51,52,65,2.1,3.4000000000000004
1,69,35,104,3.5,2.2
1,66,53,118,2.9,3.0
1,69,53,103,3.0,2.2
2,43,38,70,4.5,2.2
2,66,60,116,3.5,2.2
2,66,45,71,3.7,1.4000000000000001
2,29,53,105,2.1,2.2
2,43,48,89,2.56,3.4000000000000004
2,29,69,92,2.56,3.4000000000000004
1,57,45,71,2.5,3.4000000000000004
1,61,50,121,3.7,2.2
1,47,48,111,3.9,2.6000000000000005
1,27,55,92,2.8,2.2
1,34,66,67,3.7,3.4000000000000004
1,49,52,88,3.2,1.4000000000000001
1,43,50,103,2.8,3.0
1,61,69,71,3.8,2.6000000000000005
2,39,63,90,2.1,-0.6000000000000001
2,40,50,121,3.0,3.4000000000000004
1,64,57,112,3.7,1.4000000000000001
1,40,31,103,2.4,2.2
2,50,52,116,4.0,3.0
2,61,45,104,3.3,-0.6000000000000001
1,58,69,67,2.74,3.0
2,29,39,65,3.3,1.8
1,61,69,65,3.2,-0.6000000000000001
2,39,63,106,2.9,3.4000000000000004
1,39,48,121,3.4,2.6000000000000005
2,36,58,118,2.9,1.4000000000000001
1,34,69,70,2.4,3.4000000000000004
1,43,66,90,3.1,3.0
1,51,52,70,3.8,1.8
2,62,66,104,2.56,2.6000000000000005
1,36,55,117,3.5,3.4000000000000004
1,50,63,111,3.5,-0.6000000000000001
1,39,69,65,2.5,3.4000000000000004
1,34,63,96,3.1,1.8
2,32,53,80,3.5,3.4000000000000004
1,39,58,84,2.74,3.0
1,36,38,114,4.0,2.2
1,47,63,67,3.8,2.2
1,42,38,111,3.0,2.2
2,48,45,106,3.5,3.0
2,29,63,117,3.3,-0.6000000000000001
2,36,42,133,3.1,3.4000000000000004
2,40,52,133,2.75,2.6000000000000005
1,43,45,92,2.9,3.4000000000000004
1,43,42,121,3.4,3.4000000000000004
2,41,55,117,3.7,3.4000000000000004
1,36,48,111,3.4,3.0
2,32,60,105,3.1,2.2
2,58,63,121,3.8,1.8
1,58,52,106,3.33,2.2
1,42,35,104,4.0,3.0
2,61,52,133,3.0,2.2
1,43,45,65,3.4,2.2
2,43,57,113,2.56,1.4000000000000001
1,47,39,133,3.2,1.4000000000000001
1,33,50,103,3.7,3.4000000000000004
1,57,63,133,3.7,1.8
1,69,60,80,3.0,1.8
2,32,43,121,2.5,4.6
2,57,63,103,2.56,1.4000000000000001
2,43,57,133,3.0,2.2
2,43,58,103,4.0,1.8
2,32,45,114,2.9,3.4000000000000004
1,41,52,117,2.67,3.4000000000000004
1,34,63,70,3.0,2.6000000000000005
2,32,58,65,3.8,3.0
1,51,52,92,2.74,3.4000000000000004
2,48,52,111,3.8,2.6000000000000005
2,33,63,103,3.1,1.4000000000000001
1,43,69,103,3.33,2.6000000000000005
2,42,45,113,3.8,2.2
1,43,47,111,3.0,1.4000000000000001
2,41,63,103,4.0,4.6
2,47,38,121,2.9,2.6000000000000005
2,66,58,116,3.33,3.0
2,29,53,104,3.0,3.4000000000000004
1,42,55,108,3.6,4.6
1,32,43,112,2.1,1.8
2,43,57,92,3.0,2.6000000000000005
1,34,69,111,3.7,1.4000000000000001
1,29,66,106,2.1,2.6000000000000005
2,50,55,103,3.0,3.4000000000000004
2,69,50,71,2.8,2.2
1,61,31,104,2.9,2.6000000000000005
2,51,53,111,2.1,2.2
1,47,63,105,2.67,2.2
2,41,43,104,3.4,2.2
1,50,55,103,4.0,3.4000000000000004
1,41,63,80,2.1,1.8
2,44,38,80,3.6,2.2
1,41,60,134,3.5,1.0
1,69,55,70,3.1,1.8
2,33,63,108,3.0,3.0
1,41,42,111,3.6,2.6000000000000005
2,32,45,67,3.33,3.0
2,61,47,113,3.4,1.4000000000000001
2,34,63,121,3.0,1.8
1,55,45,103,4.0,2.6000000000000005
1,40,35,134,2.74,3.4000000000000004
1,51,50,92,4.0,3.0
2,33,45,118,3.0,1.8
1,33,45,104,3.2,-0.6000000000000001
1,41,53,113,3.0,4.6
2,40,63,92,4.0,1.4000000000000001
2,32,52,88,2.9,1.8
1,36,48,67,2.0,2.2
1,42,69,92,3.7,1.8
2,47,52,92,3.7,3.4000000000000004
1,29,35,103,3.3,2.2
1,62,57,103,3.7,1.8
1,69,45,67,2.8,3.0
1,63,63,114,2.8,3.4000000000000004
2,69,38,70,3.5,-0.6000000000000001
1,49,53,103,3.33,3.0
1,33,50,101,3.25,3.4000000000000004
2,63,45,113,2.1,3.0
2,69,52,116,2.56,2.6000000000000005
1,61,55,71,3.33,2.2
2,42,63,105,3.5,2.2
2,44,39,118,2.1,1.8
2,44,57,67,2.5,4.6
1,36,52,103,3.5,3.0
1,61,63,117,4.0,3.0
2,42,43,112,3.1,2.2
1,44,57,104,2.67,2.6000000000000005
1,66,53,111,3.7,2.6000000000000005
1,41,63,129,2.5,1.8
2,64,48,67,3.8,2.2
1,47,52,104,2.25,2.2
2,62,57,92,3.5,3.4000000000000004
1,34,62,111,2.5,2.2
2,43,53,111,3.8,1.8
2,39,58,84,2.5,2.2
1,44,47,114,3.0,2.2
2,61,60,90,4.0,2.6000000000000005
1,66,48,90,3.9,1.8
2,51,57,104,3.33,2.2
2,51,38,114,3.7,4.6
2,69,58,106,2.8,3.4000000000000004
2,61,52,117,2.8,2.2
1,69,53,112,3.3,-0.6000000000000001
1,61,52,92,2.0,1.8
1,29,45,117,3.75,3.4000000000000004
1,43,52,67,3.2,3.4000000000000004
1,39,45,101,2.8,2.2
2,36,35,104,2.75,1.8
2,66,63,116,2.9,1.8
2,51,57,88,3.75,1.4000000000000001
2,33,48,103,4.0,3.4000000000000004
2,43,58,67,2.4,2.2
1,42,47,108,3.7,2.2
2,44,48,71,3.5,2.2
1,35,45,117,4.0,2.2
1,33,48,92,3.33,3.0
2,43,43,112,2.9,2.6000000000000005
1,29,35,71,2.4,3.0
2,47,69,67,3.75,3.0
2,43,52,92,2.67,2.2
1,34,57,112,4.0,1.8
2,29,53,70,3.33,2.2
1,57,52,111,3.2,2.2
2,55,69,80,2.75,3.0
2,41,55,134,2.25,3.4000000000000004
1,57,62,108,3.7,2.2
2,43,45,72,2.9,2.2
1,64,48,92,2.1,2.2
1,32,35,118,4.0,2.2
1,39,45,121,4.0,2.2
2,36,60,105,3.5,2.2
2,43,31,105,2.8,2.2
2,29,52,65,2.4,3.4000000000000004
2,36,38,67,4.0,3.4000000000000004
1,61,38,88,3.25,3.0
2,61,50,108,3.5,1.8
2,66,52,105,3.75,1.8
2,42,54,103,2.8,3.0
1,32,63,96,3.5,2.2
1,51,55,117,3.0,3.4000000000000004
2,47,43,116,2.0,2.2
2,43,60,65,3.2,2.2
2,43,55,105,3.2,3.0
1,69,63,118,2.5,-0.6000000000000001
2,69,35,112,2.5,3.4000000000000004
2,57,52,111,2.5,2.6000000000000005
1,39,48,65,3.1,2.6000000000000005
2,33,47,96,3.4,1.8
2,61,35,104,2.67,2.2
2,43,57,105,3.25,1.8
2,36,39,92,3.5,1.8
1,29,38,105,3.9,1.4000000000000001
1,58,63,71,2.9,1.8
1,32,39,118,3.8,1.8
1,57,50,113,3.5,2.2
1,35,45,114,3.6,2.2
2,36,57,70,3.4,2.2
1,33,48,114,3.5,2.6000000000000005
2,34,63,80,3.7,2.2
2,47,48,67,3.7,3.0
2,69,52,114,3.75,3.4000000000000004
2,40,52,92,3.1,4.6
1,57,45,114,3.8,2.2
2,35,55,92,3.33,1.8
1,27,48,105,4.0,3.4000000000000004
1,55,58,117,2.4,2.6000000000000005
1,47,57,92,2.74,1.8
2,58,35,121,3.67,3.4000000000000004
1,64,69,105,3.75,2.2
1,63,69,88,2.5,2.2
1,35,57,88,4.0,4.6
2,57,60,104,4.0,1.8
2,47,47,118,3.5,2.6000000000000005
