sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
2,37,50,123,3.8,1.8
1,52,77,81,3.75,2.2
1,50,54,111,4.0,4.6
2,44,34,91,2.2,3.0
1,43,50,130,2.7,3.0
2,69,70,101,4.0,4.6
2,63,60,53,3.75,3.0
1,35,48,97,3.2,3.0
1,52,67,102,3.9,2.2
2,52,49,133,3.0,2.6000000000000005
1,42,60,90,2.25,2.2
2,52,62,82,3.2,2.2
1,49,50,127,2.6,2.6000000000000005
2,50,70,93,2.2,4.6
1,43,60,97,3.4,2.6000000000000005
1,45,31,96,2.8,2.6000000000000005
2,52,58,121,2.6,2.6000000000000005
1,52,57,100,3.8,2.6000000000000005
2,63,62,102,3.8,4.6
1,37,70,110,3.8,1.4000000000000001
1,38,59,110,3.9,4.6
1,52,51,102,3.5,2.6000000000000005
1,46,55,102,2.67,1.8
1,52,64,103,3.2,1.4000000000000001
2,56,58,121,2.2,4.6
1,62,50,111,2.7,1.8
2,52,67,97,3.75,2.2
2,37,63,133,3.8,1.8
1,63,57,103,3.2,2.2
2,35,49,141,3.7,1.8
2,68,57,100,2.7,3.0
2,50,34,102,2.7,3.4000000000000004
2,44,51,112,2.1,2.6000000000000005
2,35,66,121,2.2,2.6000000000000005
1,35,52,115,3.0,2.2
1,56,40,89,3.25,1.0
1,35,52,103,3.5,2.6000000000000005
2,41,51,100,3.4,2.2
2,63,70,130,2.6,2.2
2,32,49,144,3.2,2.2
1,52,67,112,2.6,1.8
2,69,48,112,4.0,1.4000000000000001
1,44,50,76,3.2,4.6
2,35,48,123,4.0,4.6
2,42,50,91,2.7,1.8
2,52,55,86,2.7,2.2
2,56,67,123,3.2,2.2
2,37,50,96,4.0,2.6000000000000005
2,46,62,88,3.2,2.6000000000000005
2,41,66,133,2.6,2.2
2,50,53,115,2.1,2.2
2,43,61,88,4.0,1.8
1,38,47,72,3.25,1.4000000000000001
2,44,57,96,4.0,1.4000000000000001
2,43,54,89,3.75,1.8
1,46,60,110,3.2,1.0
2,68,34,141,4.0,2.6000000000000005
1,51,62,141,2.3,3.0
1,52,51,144,2.2,1.8
1,52,59,105,3.5,4.6
1,69,48,144,4.0,2.6000000000000005
1,35,49,130,4.0,1.0
1,62,52,106,2.8,2.6000000000000005
2,49,63,111,2.3,3.0
1,69,51,74,3.4,2.6000000000000005
1,38,49,110,2.1,2.2
1,56,48,93,2.1,2.2
2,52,40,133,3.25,2.6000000000000005
1,42,70,140,3.2,1.4000000000000001
2,41,77,126,3.25,3.0
1,42,50,73,2.3,3.0
1,45,48,81,2.7,2.6000000000000005
2,35,55,95,2.75,2.2
2,69,58,73,4.0,4.6
1,44,34,124,3.0,2.2
2,49,57,74,2.1,2.6000000000000005
1,54,70,90,3.5,1.8
2,50,52,112,3.75,2.2
2,51,55,81,3.0,2.6000000000000005
2,52,67,115,3.8,1.8
1,38,50,111,3.2,3.4000000000000004
1,63,34,110,2.1,3.0
1,52,70,133,3.2,2.2
1,35,40,105,3.4,1.4000000000000001
1,35,53,133,4.0,3.0
1,63,55,100,2.67,2.6000000000000005
1,35,58,93,3.2,1.8
2,50,39,92,3.8,1.4000000000000001
1,37,70,121,3.2,1.8
2,37,58,116,2.67,2.2
1,35,52,90,4.0,3.0
2,52,62,113,3.25,4.6
1,38,48,133,3.9,1.4000000000000001
2,55,57,109,3.75,1.8
2,35,61,112,2.5,3.0
1,68,52,96,3.7,2.2
2,51,51,93,2.3,3.0
1,56,50,97,2.3,2.2
1,51,49,88,3.8,2.6000000000000005
2,42,64,89,3.4,4.6
1,42,42,121,3.75,2.2
1,44,42,110,4.0,1.4000000000000001
2,44,66,93,3.4,1.4000000000000001
2,45,71,89,3.25,3.4000000000000004
1,45,42,115,3.75,3.0
2,37,34,85,3.25,3.0
2,37,58,95,4.0,2.2
2,43,64,121,2.3,2.6000000000000005
1,35,57,121,3.25,3.0
1,45,63,74,2.3,1.8
2,46,39,133,3.75,4.6
2,45,54,85,3.4,2.2
1,41,71,123,3.5,2.2
2,43,57,101,4.0,3.0
1,43,55,124,2.3,2.2
2,43,53,112,3.0,1.8
2,49,61,144,3.25,1.8
2,41,62,112,3.7,3.0
1,52,34,85,3.75,2.2
1,35,67,133,4.0,1.8
1,41,77,102,3.25,2.2
1,38,48,130,3.2,2.2
2,37,34,114,2.7,2.6000000000000005
1,43,57,111,3.5,2.2
1,44,77,88,2.67,2.2
2,44,61,92,3.25,2.2
1,42,53,76,2.67,2.2
2,32,53,96,3.75,1.4000000000000001
1,44,48,102,4.0,2.6000000000000005
2,37,53,74,2.75,2.2
2,41,50,82,3.75,1.8
1,46,34,90,3.25,2.2
1,44,51,103,3.25,1.8
1,50,62,105,4.0,2.6000000000000005
2,63,60,133,3.75,1.4000000000000001
2,52,58,130,2.5,3.0
1,55,63,112,3.9,1.4000000000000001
1,52,61,86,3.9,2.2
1,42,53,85,2.7,1.4000000000000001
2,52,62,111,2.1,2.2
2,42,53,111,2.7,1.0
1,63,54,144,3.4,2.6000000000000005
1,44,50,106,2.7,2.6000000000000005
1,35,60,92,3.5,2.2
2,43,50,102,3.75,3.0
2,52,48,96,2.7,4.6
2,52,52,88,3.2,1.4000000000000001
2,51,50,95,3.5,1.4000000000000001
2,44,62,80,2.8,1.8
1,68,34,97,3.0,1.4000000000000001
1,54,60,114,2.25,1.4000000000000001
2,45,63,121,2.25,4.6
2,37,40,93,4.0,2.6000000000000005
1,46,53,110,2.6,3.0
2,63,47,110,3.2,2.6000000000000005
1,35,50,81,3.2,3.4000000000000004
1,32,42,88,3.25,2.2
2,50,51,130,4.0,2.6000000000000005
1,52,58,101,3.5,1.4000000000000001
2,56,48,105,3.2,3.4000000000000004
2,52,55,110,3.25,1.8
2,35,53,113,2.1,1.8
2,49,50,85,3.5,2.6000000000000005
2,46,70,103,3.25,1.0
1,69,61,133,3.4,1.4000000000000001
2,37,34,105,4.0,2.2
2,62,59,53,2.2,2.2
2,50,50,110,4.0,1.8
1,43,40,123,2.3,3.0
1,45,50,95,2.3,1.8
1,42,52,100,2.3,1.8
2,44,50,85,3.9,-0.6000000000000001
1,62,77,92,2.6,1.8
2,62,49,112,3.4,3.0
2,50,55,76,2.3,3.0
1,54,53,112,4.0,1.8
2,46,71,109,2.6,4.6
1,52,77,103,2.3,4.6
2,35,48,116,2.3,3.0
2,37,50,86,3.2,1.4000000000000001
2,56,47,91,3.8,1.8
1,45,57,85,3.8,2.6000000000000005
2,42,77,85,3.75,1.8
1,49,64,124,2.75,3.0
2,51,58,102,3.5,3.0
2,50,57,127,4.0,3.0
2,42,54,102,2.8,1.0
2,52,49,91,4.0,2.6000000000000005
1,45,60,121,4.0,2.2
2,44,39,101,2.1,2.6000000000000005
2,35,70,102,2.3,2.2
1,32,48,110,3.25,4.6
1,43,53,87,4.0,1.8
2,42,51,85,2.8,1.4000000000000001
1,45,71,124,3.0,2.2
1,38,34,113,2.3,2.6000000000000005
1,52,66,91,4.0,1.4000000000000001
1,35,54,95,3.75,3.0
2,38,57,82,2.3,1.4000000000000001
2,43,70,105,2.3,2.6000000000000005
2,52,60,141,3.4,2.2
1,54,57,88,3.0,2.2
2,52,51,105,2.7,2.2
2,42,34,103,2.4,2.2
1,42,52,102,3.0,4.6
2,42,58,111,4.0,2.2
1,42,60,96,3.2,3.4000000000000004
2,46,70,101,3.7,3.0
1,35,70,73,3.7,1.4000000000000001
1,68,39,105,3.75,2.6000000000000005
1,43,52,85,3.75,1.4000000000000001
1,46,59,76,3.5,1.4000000000000001
2,56,54,100,2.5,2.2
1,50,34,72,3.0,3.0
2,43,50,121,2.3,1.8
2,42,50,88,3.75,3.0
2,42,63,71,3.2,1.8
2,52,52,82,3.75,3.0
2,41,52,95,2.8,2.2
2,52,39,80,3.75,1.4000000000000001
1,52,70,85,3.2,2.2
